m,A,split1,still1,split2,still2,split3,still3
41,341,32.74213862514376,19.422565732120365,13.588830617585678,11.717624500761238,6.6837730214449556,26.829796375694265
41,351,31.209068944806813,25.8397065024454,12.568704690062619,10.318785689556854,5.3136700782302,25.986516410855238
41,361,31.829277119781192,23.44958646718607,12.85638309193444,11.293445725389045,6.08806565707,26.697079448586557
41,371,32.3703855868745,21.15516751599072,12.711924286271007,10.45587492470888,5.157926557359134,26.084144128372404
41,381,32.829761544904855,18.962476148566427,13.543777593944139,11.720336549752918,6.611854245104015,26.727736851468865
41,391,32.281910537976074,21.5404776298196,12.697137611169435,10.571641641323026,5.24003788356108,26.126324085418712
41,401,31.55454624723879,24.52158476805868,12.627771629311335,10.567478245660437,5.353291855040916,26.133377547399757
41,411,32.071670756332615,22.437875246601866,12.733549312161497,10.893225668130324,5.581955767810536,26.32004999051748
41,421,32.52534199202041,20.431924018235144,12.63507733468484,10.133580682404657,4.790397712638842,25.77698246542488
41,431,32.91383087794928,18.507807891015272,13.507915543656573,11.787329294884561,6.6090635406075195,26.659376925189942
41,441,32.18726171057937,21.93915978567069,12.672187355112847,10.680481341420583,5.312239984081965,26.129527603703888
41,451,31.19113440843833,25.883797496935713,12.331154930608198,9.777949177057318,4.727334436473496,25.36227251554833
41,461,31.681366871032008,24.015172821191083,12.819602550556583,11.401624151677378,6.131238729926775,26.68753737993233
41,471,32.12416497793052,22.203529783679798,12.673566728515754,10.768673176309482,5.402213922128649,26.15454209974762
41,481,32.51821538389916,20.45180097855338,12.588664826358068,10.103712644375861,4.720607270736546,25.66276367759271
41,491,32.86236936923842,18.762705176813537,13.337763636101796,10.759116339345812,5.788636210026734,25.927789912685594
51,1,20.21296250105807,79.57593025386954,50.0714539560329,49.46785411808461,24.50987395086696,71.60545680994217
51,11,46.058429550648306,52.454758716107605,44.033325216771715,51.50714576161749,1.1404648735049443,92.60536469436002
51,21,38.51872204172978,39.59419261462182,33.68675601139899,37.34357615745372,11.197921662256165,60.66205338335715
51,31,35.139221354630756,31.138685772860846,27.074304797025977,29.388426239648002,17.069018643192127,41.38681924290831
51,41,33.78196360953484,27.57849994106757,24.482380258040102,26.13994180611116,18.210216863763616,35.03382765198156
51,51,33.23301967175129,25.58239854673696,22.489309519747458,24.044286713441128,20.90138578093835,30.638648971540505
